Series_Title,Released_Year,Genre,Runtime,IMDB_Rating,Overview,Production_Budget,Box_Office_Gross,Profitability_Ratio,Primary_Production_Company,Release_Season
King Kong,1933,"Adventure, Horror, Sci-Fi",100 min,7.9,A film crew goes to a tropical island for an exotic location shoot and discovers a colossal ape who takes a shine to their female blonde star. He is then captured and brought back to New York City for public exhibition.,123000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Cruz and Sons,Winter
Fantasia,1940,"Animation, Family, Fantasy",125 min,7.7,A collection of animated interpretations of great works of Western classical music.,2000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,"Willis, Terry and Chandler",
The Philadelphia Story,1940,"Comedy, Romance",112 min,,"When a rich woman's ex-husband and a tabloid-type reporter turn up just before her planned remarriage, she begins to learn the truth about herself.",91000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Oneal LLC,Spring
The Right Stuff,1983,"Adventure, Biography, Drama",193 min,7.8,"The story of the original Mercury 7 astronauts and their macho, seat-of-the-pants approach to the space program.",77000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,"Mack, Holmes and Knight",Winter
Rashômon,1950,"Crime, Drama, Mystery",88 min,8.2,"The rape of a bride and the murder of her samurai husband are recalled from the perspectives of a bandit, the bride, the samurai's ghost and a woodcutter.",193000000.0,<function <lambda> at 0x00000168A434E0C0>,,"Maxwell, Fowler and Dillon",Spring
Man on Fire,2004,"Action, Crime, Drama",146 min,7.7,"In Mexico City, a former CIA operative swears vengeance on those who committed an unspeakable act against the family he was hired to protect.",100000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Fleming-Snyder,Fall
Midnight Cowboy,1969,Drama,113 min,,"A naive hustler travels from Texas to New York City to seek personal fortune, finding a new friend in the process.",108000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Watkins-Morales,
Jojo Rabbit,2019,"Comedy, Drama, War",108 min,7.9,A young boy in Hitler's army finds out his mother is hiding a Jewish girl in their home.,138000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Morgan-Wolf,Summer
The Goonies,1985,"Adventure, Comedy, Family",114 min,,A group of young misfits called The Goonies discover an ancient map and set out on an adventure to find a legendary pirate's long-lost treasure.,192000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Fox-Ramos,Spring
Cowboy Bebop: Tengoku no tobira,2001,"Animation, Action, Crime",115 min,7.9,"A terrorist explosion releases a deadly virus on the masses, and it's up the bounty-hunting Bebop crew to catch the cold-blooded culprit.",189000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Key LLC,Summer
Spider-Man: Into the Spider-Verse,2018,"Animation, Action, Adventure",117 min,8.4,"Teen Miles Morales becomes the Spider-Man of his universe, and must join with five spider-powered individuals from other dimensions to stop a threat for all realities.",140000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Carpenter-Wilson,Winter
Nightcrawler,2014,"Crime, Drama, Thriller",117 min,7.9,"When Louis Bloom, a con man desperate for work, muscles into the world of L.A. crime journalism, he blurs the line between observer and participant to become the star of his own story.",155000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Thomas Group,Winter
The Big Sleep,1946,"Crime, Film-Noir, Mystery",114 min,7.9,"Private detective Philip Marlowe is hired by a wealthy family. Before the complex case is over, he's seen murder, blackmail, and what might be love.",57000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Carson-Weaver,Summer
The Dirty Dozen,1967,"Action, Adventure, War",,7.7,"During World War II, a rebellious U.S. Army Major is assigned a dozen convicted murderers to train and lead them into a mass assassination mission of German officers.",125000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Rivera and Sons,Fall
Beasts of No Nation,2015,"Drama, War",137 min,7.7,"A drama based on the experiences of Agu, a child soldier fighting in the civil war of an unnamed African country.",57000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Williams-Avery,Fall
The Big Lebowski,1998,"Comedy, Crime, Sport",117 min,8.1,"Jeff ""The Dude"" Lebowski, mistaken for a millionaire of the same name, seeks restitution for his ruined rug and enlists his bowling buddies to help get it.",70000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Contreras Group,Fall
Interstellar,2014,"Adventure, Drama, Sci-Fi",169 min,8.6,A team of explorers travel through a wormhole in space in an attempt to ensure humanity's survival.,112000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Davis PLC,
Mr. Smith Goes to Washington,1939,"Comedy, Drama",129 min,,"A naive man is appointed to fill a vacancy in the United States Senate. His plans promptly collide with political corruption, but he doesn't back down.",125000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,"David, Miller and Watson",Winter
La règle du jeu,1939,"Comedy, Drama",110 min,8.0,"A bourgeois life in France at the onset of World War II, as the rich and their poor servants meet up at a French chateau.",8000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Atkins Ltd,Fall
Hera Pheri,2000,"Action, Comedy, Crime",156 min,8.2,"Three unemployed men look for answers to all their money problems - but when their opportunity arrives, will they know what to do with it?",100000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Robinson-Vance,Spring
The Elephant Man,1980,"Biography, Drama",124 min,8.1,"A Victorian surgeon rescues a heavily disfigured man who is mistreated while scraping a living as a side-show freak. Behind his monstrous façade, there is revealed a person of kindness, intelligence and sophistication.",87000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Lee and Sons,Fall
The Thin Red Line,1998,"Drama, War",170 min,7.6,"Adaptation of James Jones' autobiographical 1962 novel, focusing on the conflict at Guadalcanal during the second World War.",172000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,,
The Treasure of the Sierra Madre,1948,"Adventure, Drama, Western",126 min,8.2,Two Americans searching for work in Mexico convince an old prospector to help them mine for gold in the Sierra Madre Mountains.,174000000.0,,<function <lambda> at 0x00000168A43CA0C0>,"Rodriguez, Moore and Gonzales",Fall
The Straight Story,1999,"Biography, Drama",112 min,8.0,An old man makes a long journey by lawnmower to mend his relationship with an ill brother.,104000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Hall-Thomas,Spring
Being John Malkovich,1999,"Comedy, Drama, Fantasy",113 min,7.7,A puppeteer discovers a portal that leads literally into the head of movie star John Malkovich.,186000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Phillips and Sons,Winter
Being There,1979,"Comedy, Drama",130 min,8.0,"A simpleminded, sheltered gardener becomes an unlikely trusted advisor to a powerful businessman and an insider in Washington politics.",43000000.0,<function <lambda> at 0x00000168A434E0C0>,,Wilson-Lambert,Fall
Boyhood,2014,Drama,165 min,7.9,"The life of Mason, from early childhood to his arrival at college.",120000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Robbins-Reed,Fall
The Revenant,2015,"Action, Adventure, Drama",156 min,8.0,A frontiersman on a fur trading expedition in the 1820s fights for survival after being mauled by a bear and left for dead by members of his own hunting team.,33000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Scott Inc,
Joyeux Noël,2005,"Drama, History, Music",116 min,7.7,"In December 1914, an unofficial Christmas truce on the Western Front allows soldiers from opposing sides of the First World War to gain insight into each other's way of life.",160000000.0,<function <lambda> at 0x00000168A434E0C0>,,"Williams, Donovan and Wagner",
White Heat,1949,"Action, Crime, Drama",114 min,8.1,A psychopathic criminal with a mother complex makes a daring break from prison and leads his old gang in a chemical plant payroll heist.,137000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,"Reed, King and Dixon",Spring
The Remains of the Day,1993,"Drama, Romance",134 min,7.8,A butler who sacrificed body and soul to service in the years leading up to World War II realizes too late how misguided his loyalty was to his lordly employer.,7000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Parsons-Brown,Summer
K.G.F: Chapter 1,2018,"Action, Drama",156 min,8.2,"In the 1970s, a fierce rebel rises against brutal oppression and becomes the symbol of hope to legions of downtrodden people.",101000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Johnson Group,Fall
The Fugitive,1993,"Action, Crime, Drama",130 min,7.8,"Dr. Richard Kimble, unjustly accused of murdering his wife, must find the real killer while being the target of a nationwide manhunt led by a seasoned U.S. Marshal.",152000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,"Burke, Lucas and Adkins",Fall
The Quiet Man,1952,"Comedy, Drama, Romance",129 min,,"A retired American boxer returns to the village of his birth in Ireland, where he falls for a spirited redhead whose brother is contemptuous of their union.",145000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Glover-Williams,Winter
Good Will Hunting,1997,"Drama, Romance",126 min,8.3,"Will Hunting, a janitor at M.I.T., has a gift for mathematics, but needs help from a psychologist to find direction in his life.",170000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Brown and Sons,Summer
Mar adentro,2014,"Biography, Drama",126 min,8.0,"The factual story of Spaniard Ramon Sampedro, who fought a thirty-year campaign in favor of euthanasia and his own right to die.",7000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Roberts-Townsend,Spring
Drishyam,2013,"Crime, Drama, Thriller",160 min,8.3,A man goes to extreme lengths to save his family from punishment after the family commits an accidental crime.,22000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,"Krueger, Conrad and Wade",Fall
The Wizard of Oz,1939,"Adventure, Family, Fantasy",102 min,8.0,Dorothy Gale is swept away from a farm in Kansas to a magical land of Oz in a tornado and embarks on a quest with her new friends to see the Wizard who can help her return home to Kansas and help her friends as well.,165000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,"Cooper, Hunter and Mullen",Winter
Zootopia,2016,"Animation, Adventure, Comedy",108 min,8.0,"In a city of anthropomorphic animals, a rookie bunny cop and a cynical con artist fox must work together to uncover a conspiracy.",110000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Jones and Sons,Fall
Barfi!,2012,"Comedy, Drama, Romance",151 min,8.1,Three young people learn that love can neither be defined nor contained by society's definition of normal and abnormal.,35000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Ponce PLC,Summer
Marriage Story,2019,"Comedy, Drama, Romance",137 min,7.9,Noah Baumbach's incisive and compassionate look at a marriage breaking up and a family staying together.,119000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Martinez-Weber,Spring
Ikiru,1952,Drama,143 min,8.3,A bureaucrat tries to find a meaning in his life after he discovers he has terminal cancer.,,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Daniels LLC,Winter
The Fighter,2010,"Biography, Drama, Sport",116 min,,"Based on the story of Micky Ward, a fledgling boxer who tries to escape the shadow of his more famous but troubled older boxing brother and get his own shot at greatness.",13000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Carson PLC,Fall
Soorarai Pottru,2020,Drama,153 min,8.6,"Nedumaaran Rajangam ""Maara"" sets out to make the common man fly and in the process takes on the world's most capital intensive industry and several enemies who stand in his way.",67000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Walker LLC,Spring
Wait Until Dark,1967,Thriller,108 min,7.8,A recently blinded woman is terrorized by a trio of thugs while they search for a heroin-stuffed doll they believe is in her apartment.,98000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Clarke PLC,Fall
Once Upon a Time in America,1984,"Crime, Drama",229 min,8.4,"A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan over thirty years later, where he once again must confront the ghosts and regrets of his old life.",84000000.0,,<function <lambda> at 0x00000168A43CA0C0>,"Compton, Tanner and Sexton",Fall
Aliens,1986,"Action, Adventure, Sci-Fi",137 min,8.3,"Fifty-seven years after surviving an apocalyptic attack aboard her space vessel by merciless space creatures, Officer Ripley awakens from hyper-sleep and tries to warn anyone who will listen about the predators.",55000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Brown-Johnson,Summer
