Series_Title,Released_Year,Genre,Runtime,IMDB_Rating,Overview,Production_Budget,Box_Office_Gross,Profitability_Ratio,Primary_Production_Company,Release_Season,Director_Name,Director_Gender,Director_Nationality,Director_Birth_Year,Director_Awards
The Last of the Mohicans,1992,"Action, Adventure, Drama",112 min,7.7,Three trappers protect the daughters of a British Colonel in the midst of the French and Indian War.,,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Blankenship PLC,Summer,,Male,Oman,1989.0,16.0
Tangled,2010,,100 min,,"The magically long-haired Rapunzel has spent her entire life in a tower, but now that a runaway thief has stumbled upon her, she is about to discover the world for the first time, and who she really is.",,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,"Mcbride, Wolfe and Diaz",Spring,Nathan Stout,Female,Poland,1975.0,10.0
Idi i smotri,1985,"Drama, Thriller, War",142 min,8.3,"After finding an old rifle, a young boy joins the Soviet resistance movement against ruthless German forces and experiences the horrors of World War II.",71000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,"Andersen, Smith and Parsons",,Keith Jefferson,Non-binary,Poland,1941.0,12.0
A Night at the Opera,1935,"Comedy, Music, Musical",96 min,7.9,A sly business manager and two wacky friends of two opera singers help them achieve success while humiliating their stuffy and snobbish enemies.,113000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,"Miller, Harris and Barron",Fall,Patrick Evans,,Malawi,1986.0,8.0
The Iron Giant,1999,"Animation, Action, Adventure",,8.0,A young boy befriends a giant robot from outer space that a paranoid government agent wants to destroy.,20000000.0,<function <lambda> at 0x00000168A434E0C0>,,,,Tracy Nichols,Female,Kiribati,1969.0,5.0
The Godfather,1972,"Crime, Drama",175 min,9.2,An organized crime dynasty's aging patriarch transfers control of his clandestine empire to his reluctant son.,183000000.0,<function <lambda> at 0x00000168A434E0C0>,,Henry-Mccoy,Summer,Michele Burnett,Female,Singapore,,0.0
The Station Agent,2003,"Comedy, Drama",89 min,7.6,"When his only friend dies, a man born with dwarfism moves to rural New Jersey to live a life of solitude, only to meet a chatty hot dog vendor and a woman dealing with her own personal loss.",74000000.0,,<function <lambda> at 0x00000168A43CA0C0>,Hernandez PLC,Summer,Mario Kramer,Non-binary,Bahrain,1953.0,10.0
Mad Max 2,1981,"Action, Adventure, Sci-Fi",96 min,7.6,,,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Tyler-Hale,Spring,Joshua Young,Female,Guyana,,19.0
The Lost Weekend,1945,"Drama, Film-Noir",,7.9,The desperate life of a chronic alcoholic is followed through a four-day drinking bout.,70000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Summers-Beck,Summer,Antonio Hogan,Non-binary,Chile,1958.0,7.0
Paths of Glory,1957,"Drama, War",88 min,8.4,"After refusing to attack an enemy position, a general accuses the soldiers of cowardice and their commanding officer must defend them.",86000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,,Winter,Laurie Stephens,Female,,1984.0,0.0
Soul,2020,"Animation, Adventure, Comedy",100 min,8.1,"After landing the gig of a lifetime, a New York jazz pianist suddenly finds himself trapped in a strange land between Earth and the afterlife.",,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,"Yoder, Anderson and Richards",,Kelly Newman,Male,North Macedonia,1944.0,8.0
Whiplash,2014,"Drama, Music",106 min,8.5,A promising young drummer enrolls at a cut-throat music conservatory where his dreams of greatness are mentored by an instructor who will stop at nothing to realize a student's potential.,139000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Reynolds-Walker,Winter,Cheryl Hogan,Male,British Virgin Islands,1990.0,1.0
Crash,2004,,112 min,7.7,"Los Angeles citizens with vastly separate lives collide in interweaving stories of race, loss and redemption.",21000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,"Morris, Keller and Clark",Fall,Catherine Jackson,,Nauru,1990.0,15.0
Hable con ella,2002,"Drama, Mystery, Romance",112 min,7.9,,36000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,"Bryant, Gomez and Morgan",Fall,Katelyn Weaver,Female,Svalbard & Jan Mayen Islands,1966.0,16.0
The Graduate,1967,,,,,39000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Burke PLC,Summer,William Morales,Non-binary,Bouvet Island (Bouvetoya),,11.0
The Best Years of Our Lives,1946,"Drama, Romance, War",170 min,8.0,Three World War II veterans return home to small-town America to discover that they and their families have been irreparably changed.,60000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,"Brennan, Marshall and Salazar",Winter,Christina Hurst,Non-binary,Ireland,,18.0
G.O.R.A.,2004,"Adventure, Comedy, Sci-Fi",127 min,8.0,A slick young Turk kidnapped by extraterrestrials shows his great « humanitarian spirit » by outwitting the evil commander-in-chief of the planet of G.O.R.A.,99000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Becker PLC,Spring,Amanda Foster,Female,Thailand,1948.0,7.0
Miracle in cell NO.7,2019,Drama,132 min,8.3,A story of love between a mentally-ill father who was wrongly accused of murder and his lovely six years old daughter. The prison would be their home. Based on the 2013 Korean movie 7-beon-bang-ui seon-mul (2013).,178000000.0,,<function <lambda> at 0x00000168A43CA0C0>,,Winter,,Male,Greenland,1980.0,5.0
Guardians of the Galaxy,2014,"Action, Adventure, Comedy",121 min,,A group of intergalactic criminals must pull together to stop a fanatical warrior with plans to purge the universe.,40000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Browning-Clark,Winter,Megan Gutierrez,Male,Haiti,1959.0,3.0
Philomena,2013,"Biography, Comedy, Drama",98 min,7.6,"A world-weary political journalist picks up the story of a woman's search for her son, who was taken away from her decades ago after she became pregnant and was forced to live in a convent.",181000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,"Smith, Webster and Simmons",,Brianna Woodward,Non-binary,Turkey,1955.0,7.0
The Adventures of Robin Hood,1938,"Action, Adventure, Romance",102 min,7.9,"When Prince John and the Norman Lords begin oppressing the Saxon masses in King Richard's absence, a Saxon lord fights back as the outlaw leader of a rebel guerrilla army.",55000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Thompson-Howard,Fall,Michelle Allison,,South Georgia and the South Sandwich Islands,1956.0,7.0
Tropa de Elite 2: O Inimigo Agora é Outro,2010,"Action, Crime, Drama",115 min,8.0,"After a prison riot, former-Captain Nascimento, now a high ranking security officer in Rio de Janeiro, is swept into a bloody political dispute that involves government officials and paramilitary groups.",,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Phillips-Romero,Spring,Alexandria Ayala,Non-binary,Malaysia,1982.0,8.0
Kung fu,2004,"Action, Comedy, Fantasy",,7.7,"In Shanghai, China in the 1940s, a wannabe gangster aspires to join the notorious ""Axe Gang"" while residents of a housing complex exhibit extraordinary powers in defending their turf.",107000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,,,Stephanie Cordova,,Panama,1949.0,17.0
Kill Bill: Vol. 1,2003,,111 min,8.1,"After awakening from a four-year coma, a former assassin wreaks vengeance on the team of assassins who betrayed her.",105000000.0,<function <lambda> at 0x00000168A434E0C0>,,Kane PLC,Spring,Diane Huber,Male,Chad,,1.0
The Lord of the Rings: The Two Towers,2002,"Action, Adventure, Drama",179 min,8.7,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard.",85000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Marquez LLC,Fall,Ashley Hall,Male,Mozambique,1967.0,7.0
La Grande Illusion,1937,"Drama, War",113 min,8.1,"During WWI, two French soldiers are captured and imprisoned in a German P.O.W. camp. Several escape attempts follow until they are eventually sent to a seemingly inescapable fortress.",139000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Smith-Smith,Winter,Dawn Paul,,,,18.0
The Big Short,2015,"Biography, Comedy, Drama",130 min,7.8,In 2006-2007 a group of investors bet against the US mortgage market. In their research they discover how flawed and corrupt the market is.,120000000.0,<function <lambda> at 0x00000168A434E0C0>,,,Winter,Amy Adams,Non-binary,North Macedonia,1964.0,
Festen,1998,Drama,105 min,8.0,"At Helge's 60th birthday party, some unpleasant family truths are revealed.",,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Wilson-Russell,Spring,,Male,Greenland,1944.0,11.0
Fitzcarraldo,1982,"Adventure, Drama",158 min,8.1,"The story of Brian Sweeney Fitzgerald, an extremely determined man who intends to build an opera house in the middle of a jungle.",16000000.0,,<function <lambda> at 0x00000168A43CA0C0>,Khan-Ross,Spring,Kenneth Gilbert,Non-binary,Maldives,1968.0,5.0
Andaz Apna Apna,1994,"Action, Comedy, Romance",160 min,8.2,Two slackers competing for the affections of an heiress inadvertently become her protectors from an evil criminal.,53000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,,Fall,Alex Hunt,Male,Taiwan,1978.0,5.0
First Blood,1982,"Action, Adventure",93 min,7.7,A veteran Green Beret is forced by a cruel Sheriff and his deputies to flee into the mountains and wage an escalating one-man war against his pursuers.,,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Reynolds Ltd,,,Male,Zimbabwe,1970.0,7.0
The Jungle Book,1967,"Animation, Adventure, Family",78 min,7.6,,100000000.0,,<function <lambda> at 0x00000168A43CA0C0>,Malone LLC,Spring,Michael Ochoa,Male,Nauru,1977.0,18.0
Todo sobre mi madre,1999,Drama,,7.8,,198000000.0,,<function <lambda> at 0x00000168A43CA0C0>,Wilkins-Smith,Spring,Matthew Brown,,New Caledonia,1965.0,10.0
Philadelphia,1993,Drama,125 min,7.7,"When a man with HIV is fired by his law firm because of his condition, he hires a homophobic small time lawyer as the only willing advocate for a wrongful dismissal suit.",150000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Harris LLC,Winter,Sean Christensen,Female,Kenya,,11.0
The Irishman,2019,"Biography, Crime, Drama",,7.9,"An old man recalls his time painting houses for his friend, Jimmy Hoffa, through the 1950-70s.",,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Smith-Rogers,,Brenda Massey,Non-binary,Czech Republic,1972.0,18.0
Blood Simple,1984,,99 min,7.6,"The owner of a seedy small-town Texas bar discovers that one of his employees is having an affair with his wife. A chaotic chain of misunderstandings, lies and mischief ensues after he devises a plot to have them murdered.",6000000.0,<function <lambda> at 0x00000168A434E0C0>,,,Spring,,Female,Brunei Darussalam,1984.0,0.0
Gegen die Wand,2004,"Drama, Romance",121 min,7.9,"With the intention to break free from the strict familial restrictions, a suicidal young woman sets up a marriage of convenience with a forty-year-old addict, an act that will lead to an outburst of envious love.",196000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Thomas PLC,,Roberto Walker,Male,Ecuador,1966.0,11.0
The Last Emperor,1987,"Biography, Drama, History",,7.7,,148000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,,Summer,Angel Miller,,,1974.0,18.0
Catch Me If You Can,2002,"Biography, Crime, Drama",,8.1,"Barely 21 yet, Frank is a skilled forger who has passed as a doctor, lawyer and pilot. FBI agent Carl becomes obsessed with tracking down the con man, who only revels in the pursuit.",98000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Garcia Inc,,Jim Watts,Male,,1942.0,18.0
King Kong,1933,"Adventure, Horror, Sci-Fi",100 min,7.9,,,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,,Winter,Taylor Jones,Male,,1990.0,4.0
Fantasia,1940,"Animation, Family, Fantasy",125 min,7.7,A collection of animated interpretations of great works of Western classical music.,2000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,"Willis, Terry and Chandler",Summer,Jacob Shaffer,Non-binary,Mexico,1963.0,18.0
The Philadelphia Story,1940,"Comedy, Romance",112 min,7.9,"When a rich woman's ex-husband and a tabloid-type reporter turn up just before her planned remarriage, she begins to learn the truth about herself.",91000000.0,<function <lambda> at 0x00000168A434E0C0>,,,,Alex Phillips,,,,6.0
The Right Stuff,1983,,193 min,,"The story of the original Mercury 7 astronauts and their macho, seat-of-the-pants approach to the space program.",77000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,,Winter,Rachel Reynolds,Female,Iran,,15.0
Rashômon,1950,"Crime, Drama, Mystery",88 min,,"The rape of a bride and the murder of her samurai husband are recalled from the perspectives of a bandit, the bride, the samurai's ghost and a woodcutter.",193000000.0,<function <lambda> at 0x00000168A434E0C0>,,"Maxwell, Fowler and Dillon",Spring,Julie Hunt,,Belgium,1978.0,17.0
Man on Fire,2004,"Action, Crime, Drama",,7.7,"In Mexico City, a former CIA operative swears vengeance on those who committed an unspeakable act against the family he was hired to protect.",,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Fleming-Snyder,Fall,Jamie Smith,,Monaco,1980.0,9.0
Midnight Cowboy,1969,Drama,113 min,7.8,,108000000.0,,,Watkins-Morales,Spring,Mark Myers,Female,Micronesia,1945.0,5.0
Jojo Rabbit,2019,"Comedy, Drama, War",108 min,7.9,A young boy in Hitler's army finds out his mother is hiding a Jewish girl in their home.,138000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Morgan-Wolf,Summer,Christian Perez,,Norway,1946.0,15.0
The Goonies,1985,,114 min,7.8,A group of young misfits called The Goonies discover an ancient map and set out on an adventure to find a legendary pirate's long-lost treasure.,,<function <lambda> at 0x00000168A434E0C0>,,,Spring,Maureen Ellison,,Sierra Leone,1989.0,1.0
Cowboy Bebop: Tengoku no tobira,2001,"Animation, Action, Crime",115 min,7.9,"A terrorist explosion releases a deadly virus on the masses, and it's up the bounty-hunting Bebop crew to catch the cold-blooded culprit.",189000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Key LLC,Summer,Alexandra Edwards,,Sudan,1955.0,2.0
Spider-Man: Into the Spider-Verse,2018,"Animation, Action, Adventure",117 min,8.4,"Teen Miles Morales becomes the Spider-Man of his universe, and must join with five spider-powered individuals from other dimensions to stop a threat for all realities.",140000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Carpenter-Wilson,Winter,,Female,French Polynesia,1982.0,1.0
Nightcrawler,2014,"Crime, Drama, Thriller",117 min,7.9,"When Louis Bloom, a con man desperate for work, muscles into the world of L.A. crime journalism, he blurs the line between observer and participant to become the star of his own story.",155000000.0,<function <lambda> at 0x00000168A434E0C0>,,Thomas Group,,Gregory Beck,,Lithuania,1982.0,7.0
